method,ranker,dataset,category,target_idx,L,r_before,r_after,score_orig,score_adv,nrg,success@0.1,promote@0.1,success@0.2,promote@0.2
clean,bge-reranker-v2-m3,stsdata,coffee_machines,9,10,7,7,0.34408658742904663,0.34408557415008545,0.0,0,0,0,0
clean,bge-reranker-v2-m3,stsdata,coffee_machines,10,10,1,1,0.7651056051254272,0.7651048898696899,0.0,1,0,1,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Apparel,1,10,4,4,0.0015657150652259588,0.0015657128533348441,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Apparel,2,10,7,7,0.001312704524025321,0.00131270254496485,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Apparel,3,10,6,6,0.0015462179435417056,0.0015462193405255675,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Apparel,4,10,5,5,0.0015651666326448321,0.0015651672147214413,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Apparel,5,10,9,9,0.0007069493876770139,0.0007069517741911113,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Apparel,6,10,1,1,0.0018752998439595103,0.0018752927426248789,0.0,1,0,1,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Apparel,7,10,8,8,0.0007356491987593472,0.0007356496062129736,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Apparel,8,10,3,3,0.0016177555080503225,0.0016177502693608403,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Apparel,9,10,2,2,0.0016665093135088682,0.0016665125731378794,0.0,0,0,1,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Apparel,10,10,10,10,0.0006827611941844225,0.000682760146446526,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Automotive Lighting,1,10,8,8,0.00031647580908611417,0.00031647610012441874,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Automotive Lighting,2,10,5,5,0.0007685796590521932,0.0007685840246267617,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Automotive Lighting,3,10,4,4,0.0011264912318438292,0.0011264896020293236,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Automotive Lighting,4,10,6,6,0.0007157097570598125,0.0007157079526223242,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Automotive Lighting,5,10,1,1,0.06836746633052826,0.06836750358343124,0.0,1,0,1,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Automotive Lighting,6,10,3,3,0.0018616537563502789,0.0018616546876728535,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Automotive Lighting,7,10,7,7,0.0004077797057107091,0.0004077808407600969,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Automotive Lighting,8,10,10,10,2.186496385547798e-05,2.186496385547798e-05,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Automotive Lighting,9,10,9,9,0.00020785217930097133,0.00020785156812053174,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Automotive Lighting,10,10,2,2,0.013419355265796185,0.013419369235634804,0.0,0,0,1,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Automotive Parts,1,10,3,3,0.007971514016389847,0.007971484214067459,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Automotive Parts,2,10,9,9,0.00015782193804625422,0.00015782314585521817,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Automotive Parts,3,10,2,2,0.010462592355906963,0.010462597943842411,0.0,0,0,1,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Automotive Parts,4,10,5,5,0.003879158990457654,0.0038791662082076073,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Automotive Parts,5,10,7,7,0.0022280048578977585,0.0022280102130025625,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Automotive Parts,6,10,4,4,0.004027731250971556,0.004027731250971556,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Automotive Parts,7,10,6,6,0.002337076235562563,0.002337066223844886,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Automotive Parts,8,10,1,1,0.030399499461054802,0.030399436131119728,0.0,1,0,1,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Automotive Parts,9,10,8,8,0.0013590434100478888,0.0013590382877737284,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Automotive Parts,10,10,10,10,0.00013445552031043917,0.00013445525837596506,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Computer Accessories,1,10,7,7,0.01647821068763733,0.016478272154927254,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Computer Accessories,2,10,9,9,0.0037667592987418175,0.003766728565096855,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Computer Accessories,3,10,5,5,0.02074974589049816,0.02074965089559555,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Computer Accessories,4,10,8,8,0.005240747705101967,0.005240732803940773,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Computer Accessories,5,10,6,6,0.01916051097214222,0.01916050724685192,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Computer Accessories,6,10,10,10,6.333099736366421e-05,6.333039345918223e-05,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Computer Accessories,7,10,4,4,0.02789277769625187,0.027892842888832092,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Computer Accessories,8,10,3,3,0.03969396650791168,0.039694078266620636,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Computer Accessories,9,10,2,2,0.07743386179208755,0.07743396610021591,0.0,0,0,1,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Computer Accessories,10,10,1,1,0.5288830399513245,0.528883159160614,0.0,1,0,1,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Education,1,10,2,2,0.0002604452893137932,0.0002604465407785028,0.0,0,0,1,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Education,2,10,9,9,2.3787693862686865e-05,2.3787693862686865e-05,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Education,3,10,5,5,6.520887109218165e-05,6.520911847474054e-05,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Education,4,10,4,4,7.295869727386162e-05,7.29584862710908e-05,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Education,5,10,3,3,0.00019253531354479492,0.0001925360265886411,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Education,6,10,8,8,3.00324427371379e-05,3.00324427371379e-05,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Education,7,10,7,7,4.3984320654999465e-05,4.39840296166949e-05,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Education,8,10,6,6,4.485115277930163e-05,4.485106546781026e-05,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Education,9,10,10,10,2.1716194169130176e-05,2.1716194169130176e-05,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Education,10,10,1,1,0.0012355884537100792,0.0012355855433270335,0.0,1,0,1,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Fishing Gear,1,10,10,10,6.797814421588555e-05,6.797820969950408e-05,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Fishing Gear,2,10,9,9,9.733420301927254e-05,9.733448678161949e-05,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Fishing Gear,3,10,4,4,0.007728506810963154,0.007728496100753546,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Fishing Gear,4,10,8,8,0.0004101093509234488,0.00041011132998391986,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Fishing Gear,5,10,5,5,0.00663008401170373,0.006630065385252237,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Fishing Gear,6,10,3,3,0.025641513988375664,0.025641489773988724,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Fishing Gear,7,10,1,1,0.07238205522298813,0.07238201797008514,0.0,1,0,1,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Fishing Gear,8,10,7,7,0.0007769686635583639,0.0007769705844111741,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Fishing Gear,9,10,6,6,0.006345923524349928,0.006345941685140133,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Fishing Gear,10,10,2,2,0.029925137758255005,0.02992512471973896,0.0,0,0,1,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Flooring,1,10,6,6,0.0030770336743444204,0.003077020635828376,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Flooring,2,10,1,1,0.0198906809091568,0.019890693947672844,0.0,1,0,1,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Flooring,3,10,9,9,0.00044068670831620693,0.00044068499119021,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Flooring,4,10,5,5,0.004831206519156694,0.004831191152334213,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Flooring,5,10,4,4,0.00483746500685811,0.00483747199177742,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Flooring,6,10,10,10,0.00011471274774521589,0.00011471263132989407,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Flooring,7,10,7,7,0.0026475863996893167,0.002647596877068281,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Flooring,8,10,2,2,0.010767767205834389,0.010767742060124874,0.0,0,0,1,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Flooring,9,10,8,8,0.0017524226568639278,0.0017524282447993755,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Flooring,10,10,3,3,0.009486242197453976,0.009486264549195766,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Food,1,10,2,2,0.0015009663766250014,0.0015009684721007943,0.0,0,0,1,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Food,2,10,5,5,0.0006484254845418036,0.0006484248442575336,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Food,3,10,1,1,0.0016165891429409385,0.0016165946144610643,0.0,1,0,1,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Food,4,10,10,10,0.0001531501766294241,0.00015315032214857638,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Food,5,10,3,3,0.0009364334982819855,0.000936431810259819,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Food,6,10,4,4,0.0006939162267372012,0.0006939138402231038,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Food,7,10,8,8,0.0003419961140025407,0.00034199593937955797,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Food,8,10,6,6,0.0005047827144153416,0.0005047844024375081,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Food,9,10,7,7,0.00044677869300358,0.0004467774124350399,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Food,10,10,9,9,0.0002668015076778829,0.0002668015076778829,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Footwear,1,10,8,8,0.0020829043351113796,0.0020829052664339542,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Footwear,2,10,6,6,0.003421682631596923,0.0034216889180243015,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Footwear,3,10,5,5,0.004611222073435783,0.00461124861612916,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Footwear,4,10,3,3,0.005299335345625877,0.005299305077642202,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Footwear,5,10,7,7,0.0025813423562794924,0.0025813360698521137,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Footwear,6,10,1,1,0.010768539272248745,0.010768539272248745,0.0,1,0,1,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Footwear,7,10,4,4,0.005040875170379877,0.005040875170379877,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Footwear,8,10,9,9,0.0016647332813590765,0.001664735609665513,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Footwear,9,10,2,2,0.007592524401843548,0.007592524401843548,0.0,0,0,1,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Footwear,10,10,10,10,0.00055695854825899,0.0005569596542045474,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Golf Clubs,1,10,1,1,0.12639401853084564,0.12639383971691132,0.0,1,0,1,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Golf Clubs,2,10,3,3,2.6521684048930183e-05,2.6521835025050677e-05,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Golf Clubs,3,10,6,6,1.8607099264045246e-05,1.8607099264045246e-05,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Golf Clubs,4,10,4,4,2.4178929379559122e-05,2.417888208583463e-05,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Golf Clubs,5,10,5,5,2.2719514163327403e-05,2.2719448679708876e-05,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Golf Clubs,6,10,10,10,1.610762956261169e-05,1.610759863979183e-05,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Golf Clubs,7,10,7,7,1.674048871791456e-05,1.674048871791456e-05,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Golf Clubs,8,10,2,2,8.10727069620043e-05,8.107240137178451e-05,0.0,0,0,1,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Golf Clubs,9,10,9,9,1.6505680832779035e-05,1.650569902267307e-05,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Golf Clubs,10,10,8,8,1.6618867448414676e-05,1.6618867448414676e-05,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Handbags,1,10,2,2,0.00972875114530325,0.009728746488690376,0.0,0,0,1,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Handbags,2,10,1,1,0.010174795053899288,0.010174795053899288,0.0,1,0,1,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Handbags,3,10,8,8,0.0003636212495621294,0.00036362092941999435,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Handbags,4,10,6,6,0.000982923898845911,0.000982925295829773,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Handbags,5,10,4,4,0.0014493521302938461,0.0014493431663140655,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Handbags,6,10,9,9,0.0003028515202458948,0.00030285067623481154,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Handbags,7,10,5,5,0.0014161241706460714,0.0014161188155412674,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Handbags,8,10,7,7,0.0007372518302872777,0.0007372529362328351,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Handbags,9,10,3,3,0.0017482449766248465,0.0017482483526691794,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Handbags,10,10,10,10,0.00022217578953132033,0.000222176851821132,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Health and Beauty,1,10,3,3,0.0007923375233076513,0.0007923340890556574,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Health and Beauty,2,10,1,1,0.0029003515373915434,0.0029003529343754053,0.0,1,0,1,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Health and Beauty,3,10,8,8,3.541148907970637e-05,3.5411521821515635e-05,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Health and Beauty,4,10,7,7,5.078942922409624e-05,5.0789571105269715e-05,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Health and Beauty,5,10,10,10,1.6702377251931466e-05,1.6702377251931466e-05,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Health and Beauty,6,10,4,4,0.0002137711417162791,0.0002137711417162791,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Health and Beauty,7,10,6,6,0.00014476462092716247,0.00014476502838078886,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Health and Beauty,8,10,9,9,2.267421041324269e-05,2.267421041324269e-05,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Health and Beauty,9,10,5,5,0.00016408889496233314,0.00016408857482019812,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Health and Beauty,10,10,2,2,0.0015622482169419527,0.0015622498467564583,0.0,0,0,1,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Jewelry,1,10,7,7,0.0014669180382043123,0.0014669158263131976,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Jewelry,2,10,10,10,0.0004541068337857723,0.00045410546590574086,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Jewelry,3,10,6,6,0.001601064344868064,0.001601064926944673,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Jewelry,4,10,9,9,0.0005540213896892965,0.0005540224374271929,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Jewelry,5,10,1,1,0.009230147115886211,0.009230120107531548,0.0,1,0,1,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Jewelry,6,10,8,8,0.0009859312558546662,0.0009859275305643678,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Jewelry,7,10,4,4,0.0019357308046892285,0.0019357308046892285,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Jewelry,8,10,5,5,0.0017372682923451066,0.0017372649163007736,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Jewelry,9,10,3,3,0.0020504146814346313,0.002050425624474883,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Jewelry,10,10,2,2,0.002925118198618293,0.0029251223895698786,0.0,0,0,1,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Lighting,1,10,7,7,0.0011023712577298284,0.0011023712577298284,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Lighting,2,10,9,9,0.0007585066487081349,0.000758504553232342,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Lighting,3,10,2,2,0.013770993798971176,0.013771025463938713,0.0,0,0,1,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Lighting,4,10,10,10,0.0002628350630402565,0.00026283605257049203,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Lighting,5,10,1,1,0.018277017399668694,0.018276987597346306,0.0,1,0,1,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Lighting,6,10,8,8,0.0010920120403170586,0.0010920079657807946,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Lighting,7,10,6,6,0.0016820383025333285,0.0016820437740534544,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Lighting,8,10,3,3,0.013432146050035954,0.013432139530777931,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Lighting,9,10,4,4,0.005745199508965015,0.0057452102191746235,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Lighting,10,10,5,5,0.0030346885323524475,0.0030346931889653206,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Lighting Fixtures,1,10,2,2,0.04020008072257042,0.040199942886829376,0.0,0,0,1,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Lighting Fixtures,2,10,8,8,0.0002280541812069714,0.00022805394837632775,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Lighting Fixtures,3,10,10,10,2.205391865572892e-05,2.205387681897264e-05,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Lighting Fixtures,4,10,4,4,0.03457241505384445,0.034572456032037735,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Lighting Fixtures,5,10,3,3,0.034586351364851,0.03458613529801369,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Lighting Fixtures,6,10,9,9,6.886852497700602e-05,6.886879418743774e-05,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Lighting Fixtures,7,10,7,7,0.0002600636798888445,0.0002600629231892526,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Lighting Fixtures,8,10,1,1,0.16630074381828308,0.16630078852176666,0.0,1,0,1,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Lighting Fixtures,9,10,5,5,0.0019198569934815168,0.001919852220453322,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Lighting Fixtures,10,10,6,6,0.0018474927637726068,0.0018474840326234698,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Motorcycle Accessories,1,10,8,8,0.0020387035328894854,0.002038697712123394,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Motorcycle Accessories,2,10,10,10,0.00015247464762069285,0.00015247464762069285,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Motorcycle Accessories,3,10,9,9,0.0009574189316481352,0.0009574202704243362,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Motorcycle Accessories,4,10,4,4,0.02124040573835373,0.02124035730957985,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Motorcycle Accessories,5,10,2,2,0.06125554069876671,0.0612553246319294,0.0,0,0,1,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Motorcycle Accessories,6,10,5,5,0.010930145159363747,0.010930257849395275,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Motorcycle Accessories,7,10,7,7,0.0066783796064555645,0.0066783735528588295,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Motorcycle Accessories,8,10,6,6,0.007130004465579987,0.00713003147393465,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Motorcycle Accessories,9,10,3,3,0.056800562888383865,0.056800477206707,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Motorcycle Accessories,10,10,1,1,0.10130392014980316,0.10130372643470764,0.0,1,0,1,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Party Supplies,1,10,1,1,0.15265250205993652,0.1526525765657425,0.0,1,0,1,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Party Supplies,2,10,10,10,0.00013509693962987512,0.00013509680866263807,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Party Supplies,3,10,4,4,0.0043954611755907536,0.0043954611755907536,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Party Supplies,4,10,8,8,0.0009528978844173253,0.0009529005037620664,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Party Supplies,5,10,6,6,0.002806238131597638,0.0028062460478395224,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Party Supplies,6,10,3,3,0.012387004680931568,0.012387038208544254,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Party Supplies,7,10,5,5,0.0030875983648002148,0.0030875953380018473,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Party Supplies,8,10,7,7,0.0009537125588394701,0.0009537134901620448,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Party Supplies,9,10,2,2,0.014699697494506836,0.014699697494506836,0.0,0,0,1,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Party Supplies,10,10,9,9,0.0005910100298933685,0.0005910086329095066,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Plumbing Fixtures,1,10,4,4,0.00015032525698188692,0.0001503250969108194,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Plumbing Fixtures,2,10,3,3,0.00023357238387688994,0.00023357305326499045,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Plumbing Fixtures,3,10,9,9,6.076771387597546e-05,6.076759746065363e-05,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Plumbing Fixtures,4,10,6,6,8.286038064397871e-05,8.286030060844496e-05,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Plumbing Fixtures,5,10,5,5,8.880883251549676e-05,8.880866516847163e-05,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Plumbing Fixtures,6,10,2,2,0.000272242323262617,0.00027224179939366877,0.0,0,0,1,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Plumbing Fixtures,7,10,10,10,3.1859377486398444e-05,3.18595593853388e-05,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Plumbing Fixtures,8,10,7,7,6.561720510944724e-05,6.561757618328556e-05,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Plumbing Fixtures,9,10,8,8,6.318284431472421e-05,6.318254600046203e-05,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Plumbing Fixtures,10,10,1,1,0.0005758774350397289,0.0005758763290941715,0.0,1,0,1,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Vitamins & Supplements,1,10,2,2,0.026585517451167107,0.02658560499548912,0.0,0,0,1,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Vitamins & Supplements,2,10,5,5,0.009457949548959732,0.009457949548959732,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Vitamins & Supplements,3,10,6,6,0.004640145692974329,0.0046401433646678925,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Vitamins & Supplements,4,10,4,4,0.012759429402649403,0.012759452685713768,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Vitamins & Supplements,5,10,9,9,0.0007315326947718859,0.0007315315888263285,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Vitamins & Supplements,6,10,8,8,0.0013447597157210112,0.0013447597157210112,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Vitamins & Supplements,7,10,10,10,0.0002254049468319863,0.00022540558711625636,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Vitamins & Supplements,8,10,7,7,0.0032245193142443895,0.0032245314214378595,0.0,0,0,0,0
clean,bge-reranker-v2-m3,rewrite_to_rank,Vitamins & Supplements,9,10,3,3,0.015703871846199036,0.015703842043876648,0.0,0,0,0,0
